Date,Team_1_Name,Team_2_Name,Team_1_pitcher_name,Team_2_pitcher_name,Team_1_Lineup,Team_2_Lineup,Team_1_Score,Team_2_Score,Win_team
2020-05-05,두산,LG,알칸타라,차우찬,박건우 허경민 오재일 김재환 페르난데스 김재호 박세혁 오재원 정수빈 ,이천웅 정근우 김현수 라모스 채은성 박용택 김민성 유강남 오지환 ,2,8,1
2020-05-05,한화,SK,서폴드,킹엄,이용규 정은원 호잉 이성열 송광민 김태균 정진호 최재훈 하주석 ,노수광 고종욱 최정 로맥 한유섬 윤석민 이재원 김창평 정현 ,3,0,0
2020-05-05,롯데,KT,스트레일리,데스파이네,민병헌 전준우 손아섭 이대호 안치홍 정훈 마차도 한동희 정보근 ,심우준 김민혁 강백호 유한준 로하스 황재균 박경수 장성우 배정대 ,7,2,0
2020-05-05,NC,삼성,루친스키,백정현,박민우 알테어 나성범 양의지 박석민 모창민 노진혁 김성욱 이명기 ,김헌곤 구자욱 살라디노 이원석 김상수 김동엽 강민호 박해민 이성규 ,4,0,0
2020-05-05,키움,KIA,브리검,양현종,서건창 김하성 이정후 박병호 이택근 이지영 모터 임병욱 박준태 ,최원준 김선빈 터커 최형우 장영석 유민상 나지완 한승택 박찬호 ,11,2,0
2020-05-06,두산,LG,이영하,송은범,박건우 페르난데스 오재일 김재환 최주환 김재호 박세혁 허경민 정수빈 ,이천웅 정근우 김현수 라모스 채은성 박용택 김민성 유강남 오지환 ,5,2,0
2020-05-06,한화,SK,임준섭,핀토,이용규 정은원 호잉 이성열 송광민 김태균 정진호 최재훈 하주석 ,김강민 윤석민 최정 로맥 정의윤 한유섬 이재원 김창평 정현 ,2,5,1
2020-05-06,롯데,KT,서준원,쿠에바스,민병헌 전준우 손아섭 이대호 안치홍 정훈 마차도 한동희 정보근 ,심우준 김민혁 강백호 유한준 로하스 황재균 박경수 장성우 배정대 ,9,4,0
2020-05-06,NC,삼성,라이트,라이블리,박민우 알테어 나성범 양의지 박석민 모창민 노진혁 김성욱 이명기 ,박해민 김동엽 구자욱 살라디노 김상수 이원석 김헌곤 강민호 이성규 ,4,3,0
2020-05-06,키움,KIA,요키시,브룩스,서건창 김하성 이정후 박병호 이택근 박동원 모터 임병욱 박준태 ,박찬호 김선빈 터커 이우성 최형우 장영석 황윤호 한승택 최원준 ,3,2,0
2020-05-07,두산,LG,플렉센,정찬헌,박건우 페르난데스 오재일 김재환 최주환 김재호 박세혁 허경민 정수빈 ,이천웅 정근우 김현수 라모스 채은성 박용택 김민성 유강남 오지환 ,9,3,0
2020-05-07,한화,SK,장시환,박종훈,정은원 정진호 호잉 이성열 송광민 김태균 하주석 최재훈 이용규 ,정진기 고종욱 최정 로맥 한유섬 정의윤 이재원 김창평 정현 ,8,4,0
2020-05-07,롯데,KT,박세웅,배제성,민병헌 전준우 손아섭 이대호 안치홍 정훈 마차도 한동희 정보근 ,심우준 김민혁 강백호 유한준 로하스 황재균 박경수 장성우 배정대 ,7,3,0
2020-05-07,NC,삼성,구창모,뷰캐넌,박민우 이명기 나성범 양의지 모창민 노진혁 권희동 김태진 김성욱 ,김동엽 구자욱 살라디노 이원석 김상수 이성규 최영진 강민호 박해민 ,8,2,0
2020-05-07,키움,KIA,최원태,이민우,서건창 김하성 이정후 박병호 박동원 김혜성 모터 임병욱 박준태 ,최원준 박찬호 김선빈 최형우 터커 나지완 유민상 장영석 백용환 ,5,8,1
2020-05-08,KT,두산,소형준,유희관,심우준 김민혁 강백호 유한준 로하스 황재균 박경수 장성우 배정대 ,박건우 페르난데스 오재일 김재환 최주환 김재호 박세혁 허경민 정수빈 ,12,3,0
2020-05-08,한화,키움,장민재,이승호,정은원 정진호 호잉 이성열 송광민 김태균 오선진 이해창 이용규 ,서건창 김하성 이정후 박병호 박동원 김규민 모터 임병욱 이지영 ,3,5,1
2020-05-08,KIA,삼성,가뇽,최채흥,박찬호 황윤호 김선빈 터커 최형우 나지완 유민상 한승택 최원준 ,박해민 김동엽 구자욱 살라디노 김상수 이원석 김헌곤 김응민 이성규 ,0,5,1
2020-05-08,SK,롯데,문승원,노경은,정진기 고종욱 최정 로맥 한유섬 채태인 이현석 김창평 정현 ,민병헌 전준우 손아섭 이대호 안치홍 정훈 마차도 신본기 김준태 ,8,9,1
2020-05-08,LG,NC,윌슨,이재학,이천웅 정근우 김현수 라모스 채은성 박용택 김민성 유강남 오지환 ,박민우 이명기 나성범 양의지 모창민 노진혁 권희동 김태진 김성욱 ,5,13,1
2020-05-09,한화,키움,김이환,한현희,정진호 정은원 호잉 이성열 송광민 오선진 하주석 최재훈 장진혁 ,서건창 김하성 이정후 박병호 이택근 박동원 모터 임병욱 박준태 ,3,5,1
2020-05-09,KIA,삼성,임기영,원태인,최원준 김선빈 터커 최형우 장영석 유민상 박찬호 최정용 백용환 ,박해민 김동엽 김상수 살라디노 이원석 김헌곤 강민호 박찬도 이성규 ,2,14,1
2020-05-10,KT,두산,김민,이용찬,심우준 김민혁 강백호 유한준 로하스 황재균 박경수 장성우 배정대 ,박건우 페르난데스 오재일 김재환 최주환 김재호 박세혁 허경민 정수빈 ,12,13,1
2020-05-10,한화,키움,서폴드,브리검,정진호 이용규 호잉 이성열 김태균 오선진 하주석 최재훈 김회성 ,서건창 김하성 이정후 박병호 임병욱 이지영 모터 김혜성 박준태 ,3,6,1
2020-05-10,KIA,삼성,양현종,백정현,박찬호 김선빈 터커 최형우 장영석 나지완 나주환 한승택 최원준 ,박해민 김동엽 김상수 살라디노 이원석 김헌곤 강민호 이성규 김성표 ,12,3,0
2020-05-10,SK,롯데,김태훈,스트레일리,정진기 고종욱 최정 로맥 한유섬 정의윤 이홍구 김창평 김성현 ,민병헌 전준우 손아섭 이대호 안치홍 정훈 마차도 한동희 정보근 ,0,4,1
2020-05-10,LG,NC,켈리,김영규,이천웅 김현수 채은성 라모스 김민성 박용택 오지환 유강남 정주현 ,박민우 이명기 나성범 양의지 알테어 박석민 노진혁 이원재 김준완 ,10,8,0
2020-05-12,SK,LG,킹엄,차우찬,김강민 윤석민 최정 로맥 정의윤 한유섬 이현석 김창평 김성현 ,이천웅 김현수 채은성 라모스 김민성 박용택 정근우 유강남 오지환 ,5,9,1
2020-05-12,삼성,키움,라이블리,요키시,김헌곤 김동엽 김상수 이원석 살라디노 이학주 강민호 박해민 박찬도 ,서건창 김하성 이정후 박병호 박동원 임병욱 모터 김혜성 박준태 ,2,3,1
2020-05-12,KIA,한화,브룩스,김민우,최원준 박찬호 김선빈 터커 최형우 장영석 유민상 나지완 한승택 ,정진호 이용규 호잉 이성열 송광민 김태균 하주석 최재훈 오선진 ,2,1,0
2020-05-12,두산,롯데,알칸타라,장원삼,박건우 페르난데스 오재일 김재환 최주환 김재호 박세혁 허경민 정수빈 ,민병헌 전준우 손아섭 이대호 안치홍 정훈 마차도 한동희 정보근 ,11,6,0
2020-05-12,KT,NC,데스파이네,루친스키,심우준 김민혁 강백호 유한준 로하스 황재균 박경수 장성우 배정대 ,박민우 이명기 나성범 알테어 박석민 노진혁 이원재 김태군 김준완 ,6,7,1
2020-05-13,SK,LG,핀토,임찬규,정진기 고종욱 최정 로맥 한유섬 정의윤 이현석 김창평 정현 ,이천웅 김현수 채은성 라모스 김민성 박용택 정근우 유강남 오지환 ,2,14,1
2020-05-13,삼성,키움,뷰캐넌,최원태,김헌곤 박해민 김동엽 살라디노 김상수 이원석 이학주 강민호 박찬도 ,서건창 김하성 이정후 박병호 박동원 임병욱 모터 김혜성 박준태 ,5,0,0
2020-05-13,KIA,한화,이민우,장시환,최원준 김선빈 터커 최형우 나지완 유민상 백용환 황윤호 박찬호 ,정진호 하주석 송광민 호잉 김태균 이성열 오선진 최재훈 이용규 ,4,3,0
2020-05-13,두산,롯데,이영하,서준원,박건우 페르난데스 오재일 김재환 오재원 김재호 박세혁 허경민 정수빈 ,정훈 전준우 손아섭 이대호 안치홍 마차도 한동희 추재현 정보근 ,9,10,1
2020-05-13,KT,NC,쿠에바스,라이트,심우준 김민혁 강백호 유한준 로하스 황재균 박경수 장성우 배정대 ,박민우 이명기 나성범 양의지 박석민 알테어 노진혁 이원재 김성욱 ,4,5,1
2020-05-14,SK,LG,박종훈,윌슨,정진기 오준혁 최정 로맥 한유섬 정의윤 이홍구 김창평 정현 ,이천웅 김현수 채은성 라모스 김민성 박용택 오지환 유강남 정주현 ,2,3,1
2020-05-14,삼성,키움,최채흥,이승호,김상수 김동엽 이성규 이원석 이학주 김헌곤 박해민 김응민 박찬도 ,김혜성 김하성 이정후 박병호 이택근 이지영 김규민 임병욱 전병우 ,8,5,0
2020-05-14,KIA,한화,가뇽,장민재,최원준 박찬호 김선빈 터커 최형우 나지완 유민상 장영석 한승택 ,정진호 하주석 호잉 이성열 송광민 오선진 장진혁 이해창 정은원 ,1,4,1
2020-05-14,두산,롯데,플렉센,박세웅,박건우 페르난데스 오재일 김재환 최주환 김재호 허경민 정상호 정수빈 ,민병헌 전준우 손아섭 이대호 안치홍 마차도 한동희 추재현 정보근 ,7,4,0
2020-05-14,KT,NC,배제성,구창모,심우준 강백호 로하스 유한준 황재균 박경수 김민혁 장성우 배정대 ,박민우 알테어 나성범 양의지 박석민 노진혁 권희동 김태진 강진성 ,0,1,1
2020-05-15,NC,SK,이재학,문승원,박민우 이명기 나성범 알테어 강진성 노진혁 이원재 김태군 김태진 ,정진기 오준혁 한유섬 로맥 정의윤 윤석민 김창평 이홍구 정현 ,6,2,0
2020-05-15,삼성,KT,원태인,소형준,김상수 김동엽 구자욱 이원석 이학주 이성규 김헌곤 강민호 박찬도 ,심우준 김민혁 강백호 유한준 로하스 황재균 박경수 장성우 배정대 ,6,14,1
2020-05-15,롯데,한화,스트레일리,김이환,민병헌 전준우 안치홍 이대호 정훈 마차도 추재현 한동희 정보근 ,정진호 정은원 하주석 이성열 송광민 오선진 장진혁 최재훈 이동훈 ,1,2,1
2020-05-15,두산,KIA,유희관,임기영,박건우 페르난데스 오재일 김재환 최주환 김재호 박세혁 허경민 정수빈 ,박찬호 김선빈 터커 최형우 나지완 백용환 나주환 황윤호 최원준 ,13,4,0
2020-05-16,키움,LG,브리검,켈리,서건창 김하성 이정후 박병호 이지영 김혜성 김주형 임병욱 박준태 ,이천웅 김현수 채은성 라모스 김민성 박용택 오지환 유강남 정주현 ,1,3,1
2020-05-16,NC,SK,김영규,김태훈,이상호 이명기 나성범 알테어 박석민 권희동 강진성 김태군 김찬형 ,김강민 정의윤 최정 로맥 한유섬 남태혁 이홍구 김창평 정현 ,2,1,0
2020-05-16,삼성,KT,윤성환,김민,김상수 김동엽 구자욱 이원석 이학주 박계범 박해민 김응민 박승규 ,심우준 김민혁 강백호 유한준 로하스 황재균 박경수 장성우 배정대 ,4,10,1
2020-05-16,롯데,한화,노경은,서폴드,민병헌 전준우 손아섭 이대호 안치홍 허일 마차도 한동희 김준태 ,정진호 정은원 하주석 이성열 송광민 오선진 장진혁 최재훈 이동훈 ,5,1,0
2020-05-16,두산,KIA,이용찬,양현종,박건우 페르난데스 오재일 김재환 최주환 김재호 허경민 정상호 정수빈 ,박찬호 김선빈 터커 최형우 나지완 최원준 황윤호 유민상 한승택 ,4,13,1
2020-05-16,키움,LG,한현희,정찬헌,서건창 김하성 이정후 박병호 박동원 임병욱 이택근 김혜성 박준태 ,이천웅 김현수 박용택 라모스 홍창기 오지환 정주현 박재욱 백승현 ,3,5,1
2020-05-17,키움,LG,요키시,차우찬,서건창 김하성 이정후 박병호 이택근 박동원 김혜성 이지영 박준태 ,이천웅 김현수 채은성 라모스 정근우 유강남 정주현 구본혁 백승현 ,9,4,0
2020-05-17,NC,SK,루친스키,백승건,박민우 알테어 나성범 양의지 박석민 강진성 노진혁 권희동 김준완 ,정진기 오준혁 로맥 한유섬 최정 김강민 이홍구 김창평 김성현 ,11,5,0
2020-05-17,삼성,KT,라이블리,데스파이네,김지찬 김동엽 이학주 이원석 박계범 박해민 강민호 박찬도 박승규 ,심우준 김민혁 조용호 강백호 로하스 황재균 박승욱 강현우 배정대 ,2,9,1
2020-05-17,롯데,한화,이승헌,김민우,민병헌 전준우 손아섭 이대호 안치홍 마차도 한동희 허일 정보근 ,정진호 정은원 하주석 이성열 김태균 김문호 최재훈 김회성 장진혁 ,4,5,1
2020-05-17,두산,KIA,알칸타라,브룩스,박건우 페르난데스 오재일 김재환 최주환 김재호 허경민 정상호 정수빈 ,박찬호 김선빈 터커 최형우 나지완 최원준 황윤호 유민상 백용환 ,6,4,0
2020-05-19,NC,두산,라이트,이영하,박민우 알테어 나성범 양의지 박석민 노진혁 강진성 이명기 권희동 ,박건우 페르난데스 오재일 김재환 최주환 김재호 박세혁 허경민 정수빈 ,5,4,0
2020-05-19,SK,키움,핀토,최원태,김강민 오준혁 로맥 한유섬 최정 정의윤 이홍구 김창평 정현 ,서건창 김하성 이정후 박병호 이택근 박동원 김혜성 이지영 박준태 ,6,11,1
2020-05-19,한화,KT,장시환,쿠에바스,정은원 김문호 정진호 이성열 김태균 송광민 최재훈 노시환 장진혁 ,심우준 김민혁 조용호 강백호 로하스 황재균 박경수 장성우 배정대 ,11,13,1
2020-05-19,LG,삼성,임찬규,뷰캐넌,이천웅 김현수 채은성 라모스 김민성 박용택 오지환 이성우 정주현 ,김상수 김동엽 구자욱 이원석 이학주 살라디노 박계범 강민호 박해민 ,10,6,0
2020-05-19,롯데,KIA,서준원,이민우,민병헌 손아섭 전준우 이대호 안치홍 마차도 한동희 정보근 신본기 ,박찬호 김선빈 터커 최형우 나지완 최원준 황대인 황윤호 한승택 ,2,9,1
2020-05-20,NC,두산,구창모,플렉센,박민우 알테어 나성범 양의지 박석민 노진혁 강진성 권희동 이명기 ,박건우 페르난데스 오재일 김재환 최주환 김재호 허경민 정수빈 정상호 ,1,2,1
2020-05-20,SK,키움,박종훈,이승호,김강민 정의윤 최정 로맥 한유섬 남태혁 이홍구 김창평 김성현 ,서건창 김하성 이정후 박병호 김혜성 이택근 김규민 이지영 박준태 ,5,3,0
2020-05-20,한화,KT,장민재,배제성,정은원 이용규 김문호 이성열 송광민 정진호 이해창 박한결 노태형 ,심우준 김민혁 조용호 강백호 로하스 황재균 박경수 장성우 배정대 ,1,8,1
2020-05-20,LG,삼성,윌슨,최채흥,이천웅 김현수 채은성 라모스 김민성 정근우 오지환 유강남 정주현 ,김상수 김동엽 구자욱 이원석 이학주 살라디노 김헌곤 김응민 박해민 ,1,3,1
2020-05-20,롯데,KIA,스트레일리,가뇽,민병헌 전준우 손아섭 이대호 안치홍 마차도 한동희 정보근 신본기 ,박찬호 김선빈 터커 최형우 나지완 최원준 황대인 나주환 한승택 ,0,6,1
2020-05-21,NC,두산,이재학,유희관,박민우 이명기 나성범 양의지 권희동 노진혁 강진성 알테어 김태진 ,박건우 김인태 페르난데스 최주환 오재원 김재호 박세혁 허경민 정수빈 ,12,6,0
2020-05-21,SK,키움,문승원,한현희,노수광 오준혁 로맥 한유섬 정진기 최정 김창평 이홍구 김성현 ,서건창 김하성 이정후 박병호 박동원 이지영 김혜성 변상권 박준태 ,8,9,1
2020-05-21,한화,KT,김이환,소형준,정진호 정은원 호잉 이성열 김문호 송광민 최재훈 노시환 이용규 ,심우준 김민혁 조용호 강백호 로하스 박경수 배정대 장성우 김병희 ,9,4,0
2020-05-21,LG,삼성,이민호,원태인,이천웅 김현수 채은성 라모스 김민성 박용택 정근우 유강남 오지환 ,김상수 김동엽 구자욱 이원석 이학주 김헌곤 살라디노 강민호 박해민 ,2,0,0
2020-05-21,롯데,KIA,박세웅,임기영,민병헌 손아섭 전준우 이대호 안치홍 마차도 김동한 정보근 신본기 ,박찬호 김선빈 터커 최형우 나지완 최원준 황대인 나주환 백용환 ,1,6,1
2020-05-22,KT,LG,데스파이네,켈리,심우준 김민혁 조용호 로하스 박경수 배정대 장성우 김병희 박승욱 ,이천웅 김현수 채은성 라모스 박용택 정근우 오지환 유강남 백승현 ,5,6,1
2020-05-22,KIA,SK,양현종,김주한,박찬호 김선빈 터커 최형우 나지완 황대인 최원준 황윤호 한승택 ,김강민 정의윤 최정 로맥 남태혁 한유섬 정현 이홍구 김성현 ,2,1,0
2020-05-22,두산,삼성,이용찬,라이블리,박건우 페르난데스 최주환 김재환 오재원 김재호 박세혁 정수빈 류지혁 ,김상수 구자욱 이학주 김동엽 이원석 이성곤 살라디노 김응민 김헌곤 ,12,7,0
2020-05-22,키움,롯데,브리검,노경은,서건창 박동원 이정후 박병호 이지영 김주형 김혜성 박정음 김규민 ,민병헌 손아섭 전준우 이대호 안치홍 마차도 한동희 김준태 추재현 ,7,9,1
2020-05-22,한화,NC,서폴드,김영규,정은원 김문호 호잉 이성열 송광민 최재훈 정진호 노시환 이용규 ,박민우 이명기 나성범 박석민 노진혁 강진성 알테어 김태군 김준완 ,5,3,0
2020-05-23,KT,LG,김민,차우찬,심우준 오태곤 조용호 로하스 박경수 배정대 강현우 강민국 김병희 ,홍창기 김현수 채은성 라모스 박용택 김민성 정근우 유강남 오지환 ,6,2,0
2020-05-23,KIA,SK,브룩스,김태훈,박찬호 김선빈 터커 나지완 최형우 황대인 이우성 나주환 한승택 ,노수광 오준혁 로맥 한유섬 최정 정진기 김창평 이홍구 정현 ,8,3,0
2020-05-23,두산,삼성,알칸타라,김대우,박건우 페르난데스 최주환 김재환 오재원 허경민 정수빈 류지혁 정상호 ,김상수 김지찬 구자욱 김동엽 이학주 이원석 살라디노 강민호 김헌곤 ,10,6,0
2020-05-23,키움,롯데,요키시,이인복,서건창 김하성 이정후 박병호 박동원 이지영 이택근 김규민 김주형 ,민병헌 손아섭 전준우 이대호 안치홍 한동희 김동한 김준태 마차도 ,12,4,0
2020-05-23,한화,NC,김민우,루친스키,정은원 김문호 호잉 이성열 송광민 정진호 최재훈 노시환 장진혁 ,박민우 이명기 나성범 양의지 박석민 노진혁 강진성 알테어 권희동 ,0,3,1
2020-05-24,KT,LG,쿠에바스,임찬규,심우준 배정대 조용호 로하스 박경수 장성우 오태곤 문상철 강민국 ,홍창기 김현수 채은성 라모스 김민성 정근우 김용의 유강남 오지환 ,7,9,1
2020-05-24,KIA,SK,이민우,핀토,박찬호 터커 최형우 나지완 유민상 백용환 최원준 나주환 황윤호 ,노수광 정진기 한유섬 로맥 남태혁 최항 김창평 이현석 정현 ,3,4,1
2020-05-24,두산,삼성,이영하,뷰캐넌,박건우 페르난데스 최주환 김재환 오재원 허경민 정수빈 류지혁 정상호 ,김상수 김지찬 이학주 김동엽 이원석 김헌곤 살라디노 강민호 박찬도 ,0,13,1
2020-05-24,키움,롯데,최원태,서준원,서건창 김하성 이정후 박병호 박동원 이지영 이택근 김규민 김주형 ,민병헌 전준우 손아섭 이대호 한동희 김동한 허일 정보근 마차도 ,0,2,1
2020-05-24,한화,NC,장시환,라이트,정은원 이용규 김문호 호잉 정진호 이성열 송광민 최재훈 노시환 ,박민우 이명기 나성범 박석민 강진성 노진혁 이원재 김태군 김태진 ,5,10,1
2020-05-26,SK,두산,박종훈,플렉센,노수광 오준혁 최정 로맥 정진기 정의윤 최준우 이홍구 정현 ,박건우 페르난데스 최주환 김재환 오재원 김재호 허경민 정수빈 정상호 ,4,6,1
2020-05-26,KIA,KT,가뇽,배제성,박찬호 김선빈 터커 최형우 나지완 유민상 나주환 한승택 최원준 ,심우준 김민혁 조용호 로하스 황재균 박경수 배정대 장성우 강민국 ,4,1,0
2020-05-26,LG,한화,윌슨,채드벨,이천웅 김현수 채은성 라모스 김민성 정근우 정주현 유강남 오지환 ,정은원 이용규 정진호 호잉 김문호 송광민 이성열 최재훈 노시환 ,3,0,0
2020-05-26,삼성,롯데,최채흥,스트레일리,김상수 김지찬 이학주 김동엽 이원석 김헌곤 살라디노 김응민 박찬도 ,민병헌 손아섭 전준우 이대호 안치홍 한동희 허일 정보근 마차도 ,0,1,1
2020-05-26,키움,NC,이승호,구창모,서건창 김하성 이정후 박병호 박동원 이지영 이택근 모터 김주형 ,박민우 이명기 나성범 강진성 박석민 권희동 알테어 김찬형 김태군 ,2,7,1
2020-05-27,SK,두산,문승원,유희관,노수광 최지훈 최정 로맥 정진기 정의윤 최준우 이홍구 김성현 ,정수빈 페르난데스 최주환 김재환 오재원 김재호 박세혁 허경민 박건우 ,2,4,1
2020-05-27,KIA,KT,임기영,데스파이네,박찬호 김선빈 터커 최형우 나지완 황대인 나주환 백용환 최원준 ,심우준 김민혁 조용호 로하스 황재균 박경수 배정대 장성우 박승욱 ,0,5,1
2020-05-27,LG,한화,정찬헌,장민재,이천웅 김현수 채은성 라모스 김민성 박용택 정근우 유강남 오지환 ,정은원 정진호 김문호 호잉 이성열 송광민 이해창 노시환 이용규 ,15,4,0
2020-05-27,삼성,롯데,원태인,박세웅,김상수 박계범 김동엽 이원석 김헌곤 살라디노 박찬도 강민호 박승규 ,민병헌 전준우 손아섭 이대호 안치홍 한동희 신본기 정보근 마차도 ,11,1,0
2020-05-27,키움,NC,한현희,이재학,서건창 김하성 이정후 박병호 박동원 이택근 김혜성 모터 김규민 ,박민우 이명기 나성범 양의지 박석민 노진혁 이원재 알테어 김준완 ,3,10,1
2020-05-28,SK,두산,이건욱,이용찬,노수광 최지훈 최정 로맥 정진기 정의윤 최준우 이홍구 정현 ,정수빈 페르난데스 최주환 김재환 오재원 김재호 박세혁 허경민 박건우 ,6,1,0
2020-05-28,KIA,KT,양현종,소형준,박찬호 터커 최형우 나지완 황대인 최원준 나주환 김규성 한승택 ,심우준 배정대 조용호 로하스 황재균 박경수 장성우 문상철 오태곤 ,5,6,1
2020-05-28,LG,한화,켈리,서폴드,이천웅 김현수 채은성 라모스 김민성 박용택 정근우 유강남 오지환 ,정은원 정진호 김문호 호잉 이성열 송광민 최재훈 노시환 이용규 ,3,0,0
2020-05-28,삼성,롯데,허윤동,샘슨,김상수 박계범 이학주 이원석 살라디노 박찬도 김헌곤 강민호 박승규 ,민병헌 전준우 손아섭 이대호 안치홍 김동한 한동희 김준태 마차도 ,3,1,0
2020-05-28,키움,NC,정대현,김영규,서건창 김하성 이정후 박병호 박동원 이지영 이택근 김규민 김주형 ,박민우 이명기 나성범 양의지 박석민 강진성 알테어 노진혁 권희동 ,6,9,1
2020-05-29,롯데,두산,노경은,알칸타라,민병헌 손아섭 전준우 이대호 안치홍 한동희 김준태 추재현 마차도 ,정수빈 페르난데스 최주환 김재환 김재호 박세혁 오재원 허경민 박건우 ,2,4,1
2020-05-29,KT,키움,김민,요키시,배정대 오태곤 조용호 로하스 황재균 문상철 강현우 김병희 강민국 ,서건창 김하성 이정후 박병호 박동원 김웅빈 김혜성 박정음 박준태 ,1,5,1
2020-05-29,한화,SK,김민우,김태훈,정은원 정진호 호잉 이성열 송광민 이해창 최재훈 노시환 이용규 ,노수광 최지훈 최정 로맥 정진기 정의윤 최준우 이홍구 정현 ,6,8,1
2020-05-29,NC,삼성,루친스키,김대우,박민우 이명기 나성범 양의지 박석민 노진혁 강진성 알테어 이원재 ,김상수 박찬도 이학주 이원석 살라디노 김헌곤 이성곤 강민호 박승규 ,4,5,1
2020-05-29,LG,KIA,차우찬,브룩스,이천웅 김현수 채은성 라모스 박용택 정근우 오지환 유강남 백승현 ,박찬호 터커 나지완 최형우 황대인 이우성 백용환 김규성 황윤호 ,6,2,0
2020-05-30,롯데,두산,서준원,이영하,손아섭 전준우 안치홍 이대호 김준태 한동희 추재현 정보근 마차도 ,정수빈 페르난데스 오재일 김재환 김재호 최주환 박세혁 허경민 박건우 ,4,5,1
2020-05-30,KT,키움,쿠에바스,최원태,심우준 배정대 조용호 로하스 황재균 박경수 문상철 장성우 김민혁 ,이정후 김하성 김웅빈 박병호 박동원 김규민 김혜성 김주형 박준태 ,3,14,1
2020-05-30,한화,SK,장시환,핀토,이용규 정은원 정진호 호잉 이성열 김문호 노시환 최재훈 송광민 ,노수광 최지훈 최정 로맥 정진기 오준혁 최항 이흥련 정현 ,3,9,1
2020-05-30,NC,삼성,라이트,뷰캐넌,박민우 이명기 나성범 양의지 강진성 노진혁 알테어 김태진 권희동 ,김상수 김동엽 이학주 이원석 살라디노 박찬도 김헌곤 강민호 박승규 ,1,9,1
2020-05-30,LG,KIA,임찬규,이민우,홍창기 김현수 채은성 라모스 박용택 김민성 오지환 이성우 정주현 ,박찬호 김선빈 터커 최형우 나지완 유민상 나주환 한승택 최원준 ,6,10,1
2020-05-31,롯데,두산,스트레일리,플렉센,민병헌 전준우 손아섭 이대호 안치홍 마차도 한동희 정보근 신본기 ,정수빈 페르난데스 오재일 김재환 최주환 허경민 박건우 류지혁 정상호 ,8,3,0
2020-05-31,KT,키움,배제성,이승호,심우준 배정대 조용호 로하스 박경수 장성우 황재균 문상철 박승욱 ,김혜성 김하성 이정후 박병호 이지영 이택근 허정협 전병우 박준태 ,12,8,0
2020-05-31,한화,SK,채드벨,박종훈,이용규 정은원 호잉 최진행 이성열 정진호 송광민 최재훈 노시환 ,김강민 정의윤 최정 로맥 남태혁 이흥련 김성현 정현 노수광 ,4,6,1
2020-05-31,NC,삼성,구창모,최채흥,박민우 서호철 나성범 양의지 강진성 권희동 알테어 김태군 김찬형 ,김지찬 박계범 이학주 이원석 살라디노 박찬도 김헌곤 김응민 박승규 ,18,7,0
2020-05-31,LG,KIA,윌슨,가뇽,이천웅 김현수 채은성 라모스 김민성 홍창기 오지환 유강남 정주현 ,박찬호 김선빈 터커 최형우 나지완 유민상 황윤호 한승택 최원준 ,13,5,0
2020-06-02,삼성,LG,원태인,이민호,김상수 박찬도 살라디노 이원석 이학주 김동엽 이성규 강민호 김헌곤 ,이천웅 김현수 채은성 라모스 김민성 오지환 정주현 유강남 김용의 ,2,0,0
