순,이름,팀,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA
127,고창성,18K,0.18,42,0,0,0,2,0,0,5,37.2,29,28,183,57,7,0,7,11,1,5,23,0,1,6.69,6.22,1.81,79.2,83.3,0.18,-0.93
128,엄상백,18K,0.17,55,0,0,0,1,8,2,12,46.1,33,28,211,51,9,1,4,17,5,8,44,0,3,5.44,4.35,1.47,97.4,119.7,0.17,-1.17
129,김종수,18한,0.17,3,0,0,0,0,0,0,0,5.0,1,1,18,3,0,0,1,0,0,0,1,0,0,1.80,6.03,0.60,294.4,88.3,0.17,-0.02
130,임준섭,18한,0.16,10,0,0,0,1,0,0,0,8.1,4,4,34,8,2,0,1,6,0,1,6,0,0,4.32,6.47,1.68,122.7,82.2,0.16,-0.00
131,정성종,18롯,0.16,10,0,0,0,0,1,0,0,19.0,13,13,85,19,3,0,2,8,0,1,12,0,2,6.16,5.36,1.42,84.7,97.4,0.16,-0.47
132,이민호,18N,0.16,50,0,0,0,5,4,14,0,50.0,34,26,224,52,9,0,8,19,1,3,42,1,2,4.68,5.49,1.42,110.9,95.8,0.16,-1.93
133,배우열,18K,0.15,5,0,0,0,0,0,0,0,5.2,2,1,28,7,1,0,0,3,0,0,9,0,0,1.59,2.25,1.77,333.6,234.8,0.15,0.00
134,정수민,18N,0.14,25,0,0,7,2,5,0,1,58.0,43,39,278,69,8,2,10,33,0,3,38,0,7,6.05,6.63,1.76,85.8,79.5,0.14,-1.15
135,박준표,18K,0.14,1,0,0,0,0,0,0,0,2.0,0,0,8,0,0,0,0,2,0,0,2,0,0,0.00,4.83,1.00,,106.8,0.14,0.10
136,배장호,18롯,0.14,25,0,0,0,1,1,0,0,24.1,18,16,112,29,9,1,3,10,2,2,13,0,0,5.92,5.60,1.60,88.1,93.1,0.14,-1.04
137,오주원,18넥,0.14,61,0,0,0,3,6,1,15,52.1,37,36,226,61,11,0,8,13,3,1,36,0,1,6.19,5.08,1.41,83.2,100.3,0.14,-1.21
138,남윤성,18S,0.14,6,0,0,0,0,1,0,0,8.2,5,5,40,12,1,0,1,4,0,0,3,0,0,5.19,6.03,1.85,101.3,87.1,0.14,-0.29
139,서진용,18S,0.12,48,0,0,0,3,2,1,12,50.0,36,34,225,52,8,2,14,23,3,2,58,0,4,6.12,6.47,1.50,85.9,82.9,0.12,-0.01
140,정동윤,18S,0.12,2,0,0,0,0,0,0,0,2.2,1,1,11,3,0,0,1,1,0,0,3,0,0,3.38,7.58,1.50,155.8,70.9,0.12,-0.09
141,배제성,18K,0.11,3,0,0,0,0,0,0,0,4.0,1,0,17,3,2,0,0,1,0,0,2,0,0,0.00,3.58,1.00,,145.5,0.11,0.00
142,김재균,18N,0.11,4,0,0,1,0,0,0,0,5.2,3,2,29,3,0,1,0,9,0,0,4,0,0,3.18,7.19,2.12,163.4,73.2,0.11,-0.18
143,전인환,18L,0.10,5,0,0,0,0,0,0,0,5.2,3,3,25,7,1,0,0,3,0,0,4,0,0,4.76,4.01,1.77,105.9,128.7,0.10,-0.00
144,김태오,18K,0.10,8,0,0,4,1,2,0,0,21.0,16,14,102,32,7,1,4,9,0,2,14,0,0,6.00,6.55,1.95,88.3,79.2,0.10,-0.53
145,김정훈,18N,0.07,21,0,0,9,2,3,0,0,53.0,38,32,247,60,11,1,7,24,0,7,39,1,3,5.43,5.83,1.59,95.5,90.1,0.07,-0.73
146,정용운,18K,0.06,3,0,0,3,1,0,0,0,10.0,7,7,45,10,0,0,1,8,0,0,5,0,1,6.30,6.53,1.80,81.5,78.9,0.06,-0.18
147,이명우,18롯,0.06,59,0,0,1,0,1,0,2,44.0,36,26,200,59,15,0,1,9,1,0,25,0,3,5.32,3.54,1.55,98.1,147.4,0.06,-0.90
148,윤지웅,18L,0.06,10,0,0,0,0,0,0,0,6.1,4,3,33,9,2,0,0,3,0,3,4,0,0,4.26,5.41,1.90,118.3,95.4,0.06,-0.23
149,전상현,18K,0.05,5,0,0,2,0,0,0,0,10.1,7,7,55,19,4,0,1,5,0,0,7,0,0,6.10,5.19,2.32,84.2,99.5,0.05,-0.22
150,심동섭,18K,0.04,7,0,0,0,0,0,0,1,5.2,4,4,27,7,4,0,0,3,0,0,5,0,0,6.35,3.66,1.77,80.8,141.6,0.04,-0.48
151,문성현,18넥,0.04,1,0,0,0,0,0,0,0,1.0,0,0,5,1,0,0,0,1,0,0,1,0,0,0.00,4.83,2.00,,107.6,0.04,0.00
152,강동연,18두,0.04,8,0,0,0,1,0,0,0,11.2,8,7,49,10,2,0,2,5,0,0,5,0,0,5.40,6.49,1.29,93.6,77.2,0.04,-0.28
153,장지훈,18삼,0.04,1,0,0,0,0,0,0,0,1.0,0,0,4,1,0,0,0,0,0,0,1,0,0,0.00,1.83,1.00,,278.9,0.04,0.00
154,민태호,18N,0.04,8,0,0,0,1,0,0,0,9.2,7,6,42,11,3,0,1,4,0,1,4,0,2,5.59,5.90,1.55,92.9,89.0,0.04,0.08
155,임정우,18L,0.04,2,0,0,0,0,0,0,0,0.2,0,0,5,1,1,0,0,2,0,0,1,0,0,0.00,9.83,4.50,,52.0,0.04,-0.02
156,김원중,18롯,0.03,30,0,0,30,8,7,0,0,145.1,115,112,681,173,37,2,28,77,1,11,137,0,7,6.94,6.25,1.72,75.2,83.7,0.03,-2.69
157,윤석민,18K,0.03,28,0,0,3,0,8,11,0,40.0,32,30,182,55,13,0,9,10,2,0,29,0,5,6.75,5.91,1.63,76.0,87.2,0.03,-2.90
158,박정준,18넥,0.03,2,0,0,0,0,0,0,0,2.0,1,0,10,0,0,0,0,1,0,2,2,1,0,0.00,6.33,0.50,,81.6,0.03,-0.01
159,심규범,18N,0.03,1,0,0,0,0,0,0,0,0.2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.00,3.83,1.50,,135.5,0.03,0.00
160,신정락,18L,0.02,49,0,0,1,3,7,0,5,50.2,37,33,227,59,8,0,5,17,0,6,56,0,3,5.86,4.27,1.50,86.1,117.5,0.02,-1.14
161,박경태,18K,0.02,4,0,0,0,0,0,0,0,6.1,5,4,29,7,2,0,0,2,0,1,6,0,1,5.68,3.36,1.42,90.3,154.3,0.02,0.02
162,김진욱,18한,0.02,3,0,0,1,0,0,0,0,5.2,4,4,30,6,0,0,0,3,0,3,4,0,0,6.35,5.60,1.59,83.4,94.0,0.02,-0.04
163,이우석,18N,0.02,1,0,0,0,0,0,0,0,0.1,0,0,2,0,0,0,0,1,0,0,1,0,1,0.00,6.83,3.00,,,0.02,0.01
164,성동현,18L,0.02,1,0,0,0,1,0,0,0,0.1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.00,3.83,3.00,,135.5,0.02,0.01
165,강승현,18한,0.02,2,0,0,0,0,0,0,0,1.2,1,1,8,3,0,0,1,0,0,0,2,0,2,5.40,9.23,1.80,98.1,59.3,0.02,0.00
166,임준혁,18S,0.02,6,0,0,0,0,0,0,0,7.1,6,6,35,12,6,0,0,3,0,0,2,0,1,7.36,4.52,2.05,71.4,114.6,0.02,-0.08
167,한주성,18두,0.01,3,0,0,0,0,0,0,0,4.0,3,3,22,8,1,0,0,1,0,1,1,0,0,6.75,4.83,2.25,74.9,107.3,0.01,-0.10
168,김태형,18L,0.01,2,0,0,0,0,0,0,0,1.2,1,1,8,2,0,0,1,1,0,0,1,0,0,5.40,12.23,1.80,93.4,39.7,0.01,-0.07
169,고우석,18L,0.01,56,0,0,0,3,5,0,3,67.0,51,44,312,69,12,2,10,37,0,5,44,1,2,5.91,6.34,1.58,85.3,79.0,0.01,-2.20
170,봉민호,18S,0.01,1,0,0,0,0,0,0,0,1.1,1,1,5,1,0,0,1,0,0,0,2,0,0,6.75,10.58,0.75,77.9,51.7,0.01,-0.02
171,유원상,18N,0.01,41,0,0,0,1,4,0,5,47.1,37,34,225,63,17,1,5,17,1,5,30,0,5,6.46,5.27,1.69,80.3,99.7,0.01,-2.03
172,고영창,18K,0.00,2,0,0,0,0,0,0,0,0.0,6,6,6,4,2,0,0,1,0,1,0,0,0,,,,,,0.00,-0.24
173,김민수,18K,-0.00,2,0,0,0,0,0,0,0,1.0,1,1,4,1,0,0,0,1,0,0,1,0,0,9.00,4.83,2.00,58.9,108.2,-0.00,-0.06
174,유재유,18두,-0.02,5,0,0,1,0,1,0,0,6.1,5,5,34,11,2,0,1,3,0,3,5,0,2,7.11,7.15,2.21,71.1,70.5,-0.02,-0.30
175,배영수,18한,-0.03,11,0,0,11,2,3,0,0,55.2,42,41,251,69,16,4,6,15,1,6,47,1,0,6.63,4.62,1.51,79.9,115.2,-0.03,-0.61
176,황수범,18삼,-0.03,2,0,0,0,0,0,0,0,2.1,3,3,15,3,1,0,0,6,0,0,2,0,0,11.57,9.83,3.86,45.8,52.3,-0.03,0.00
177,안성무,18삼,-0.03,2,0,0,0,0,0,0,0,2.1,3,3,11,3,0,0,2,1,0,0,5,0,0,11.57,11.98,1.71,45.8,44.8,-0.03,-0.00
178,정영일,18S,-0.03,51,0,0,0,3,0,0,13,44.0,33,26,205,48,10,0,7,21,1,5,33,0,4,5.32,6.11,1.57,98.9,86.6,-0.03,-0.41
179,박성모,18두,-0.04,2,0,0,0,0,1,0,0,2.0,2,2,11,4,0,0,1,0,0,1,1,0,0,9.00,10.83,2.00,56.2,45.2,-0.04,-0.22
180,조무근,18롯,-0.04,2,0,0,0,1,0,0,0,0.2,1,1,6,2,1,0,0,1,0,2,1,0,0,13.50,14.33,4.50,38.6,35.4,-0.04,0.02
181,한기주,18삼,-0.04,33,0,0,1,1,4,0,3,39.0,32,29,183,54,12,1,8,12,0,5,30,1,1,6.69,6.27,1.69,79.3,84.2,-0.04,-1.22
182,최건,18K,-0.05,2,0,0,0,0,0,0,0,2.0,3,3,13,5,1,0,0,2,0,0,2,0,0,13.50,4.83,3.50,39.3,108.2,-0.05,-0.00
183,김용하,18삼,-0.06,4,0,0,0,0,0,0,0,3.0,4,3,19,2,0,0,0,4,0,3,4,0,0,9.00,8.17,2.00,58.9,63.0,-0.06,0.01
184,신병률,18K,-0.06,21,0,0,1,0,0,1,2,25.2,22,20,120,35,10,1,6,7,0,3,14,0,1,7.01,6.95,1.64,75.6,74.5,-0.06,-0.80
185,현도훈,18두,-0.06,3,0,0,1,0,1,0,0,8.2,7,7,42,11,1,0,2,6,0,1,5,0,2,7.27,8.10,1.96,69.5,61.7,-0.06,-0.38
186,조성훈,18S,-0.06,1,0,0,0,0,0,0,0,0.2,2,2,4,3,1,0,0,0,0,0,0,0,1,27.00,3.83,4.50,19.5,135.5,-0.06,-0.05
187,류재인,18N,-0.06,1,0,0,0,0,0,0,0,1.2,3,3,11,1,0,0,1,2,0,3,2,0,0,16.20,18.23,1.80,32.0,28.8,-0.06,-0.01
188,정태승,18롯,-0.07,3,0,0,0,0,0,0,0,2.2,4,2,16,4,1,0,0,3,0,0,3,0,0,6.75,4.96,2.63,77.3,105.4,-0.07,-0.02
189,김성민,18넥,-0.07,46,0,0,1,2,1,0,5,48.0,38,33,226,61,11,1,6,21,2,3,45,0,4,6.19,4.96,1.71,83.3,103.0,-0.07,0.18
190,김민규,18두,-0.07,1,0,0,0,0,0,0,0,0.1,2,2,4,1,0,0,0,2,0,0,0,0,0,54.00,21.83,9.00,9.4,23.5,-0.07,-0.01
191,이승현,18삼,-0.07,19,0,0,0,1,1,0,2,17.0,15,15,82,23,3,0,4,7,0,2,14,0,2,7.94,6.83,1.77,66.8,77.3,-0.07,-0.28
192,이동걸,18한,-0.08,1,0,0,0,0,0,0,0,2.0,4,4,11,5,2,0,1,0,0,0,2,0,0,18.00,8.33,2.50,29.4,65.4,-0.08,-0.00
193,임창민,18N,-0.09,8,0,0,0,0,1,3,0,7.0,6,5,33,8,4,0,2,2,1,0,9,0,0,6.43,5.40,1.43,80.7,98.1,-0.09,-1.14
194,조성운,18넥,-0.09,25,0,0,0,0,0,0,0,26.2,24,22,128,35,6,1,6,13,0,0,25,0,3,7.43,6.35,1.80,69.4,80.0,-0.09,-0.61
195,박민호,18S,-0.09,3,0,0,0,0,0,0,0,2.1,4,4,12,4,1,0,1,1,0,1,0,0,0,15.43,11.98,2.14,34.1,44.4,-0.09,-0.01
196,홍성민,18롯,-0.09,4,0,0,0,0,0,0,0,3.2,5,5,18,6,0,1,1,1,0,0,3,0,0,12.27,6.56,1.91,42.5,79.9,-0.09,-0.06
197,김대우,18롯,-0.10,5,0,0,0,0,0,0,0,3.1,5,5,19,8,2,0,2,1,0,0,2,0,1,13.50,11.33,2.70,38.6,46.3,-0.10,-0.09
198,강윤구,18N,-0.10,69,0,0,0,7,5,1,17,54.2,41,37,243,54,10,1,10,26,0,1,65,0,4,6.09,5.32,1.46,85.2,98.9,-0.10,-0.64
199,박근홍,18삼,-0.10,22,0,0,0,2,0,0,0,23.0,21,19,117,28,4,0,3,12,0,6,27,0,1,7.43,5.53,1.74,71.3,94.5,-0.10,-0.60
200,김정인,18넥,-0.10,2,0,0,2,0,1,0,0,7.1,7,7,39,14,2,0,1,3,0,1,4,0,0,8.59,6.15,2.32,60.0,83.2,-0.10,-0.31
201,김민우,18한,-0.11,23,0,0,20,5,9,0,0,99.1,79,72,468,133,28,1,19,41,0,8,73,1,5,6.52,6.33,1.75,81.2,84.5,-0.11,-1.78
202,김기태,18삼,-0.12,1,0,0,0,0,0,0,0,1.2,5,5,10,4,0,0,3,0,0,1,2,0,0,27.00,26.63,2.40,19.6,20.3,-0.12,-0.01
203,서의태,18넥,-0.12,1,0,0,0,0,0,0,0,0.2,4,4,6,1,0,0,0,2,0,1,1,0,1,54.00,14.33,4.50,9.5,36.2,-0.12,-0.00
204,김택형,18S,-0.13,14,0,0,0,1,2,0,2,11.2,10,10,52,9,0,0,1,10,0,0,11,0,2,7.71,5.63,1.63,68.2,92.7,-0.13,-0.20
205,하준영,18K,-0.13,15,0,0,0,0,0,0,0,14.2,15,15,67,16,0,0,3,8,0,1,12,0,3,9.20,6.70,1.64,55.8,76.9,-0.13,0.06
206,김태형,18L,-0.13,1,0,0,0,0,0,0,0,1.0,4,4,8,2,1,0,0,4,0,0,0,0,1,36.00,15.83,6.00,14.0,32.4,-0.13,-0.01
207,김시현,18삼,-0.13,4,0,0,0,0,0,0,0,5.0,7,7,29,10,1,0,2,2,0,2,5,0,0,12.60,9.43,2.40,42.1,56.4,-0.13,0.03
208,김경태,18한,-0.13,3,0,0,0,0,0,0,0,2.2,5,5,17,4,0,0,2,5,0,0,2,0,2,16.88,17.71,3.38,31.4,30.4,-0.13,-0.04
209,김진영,18한,-0.13,4,0,0,2,0,0,0,0,11.1,10,10,49,13,0,0,1,4,0,0,9,0,0,7.94,4.45,1.50,66.7,119.4,-0.13,-0.19
210,고효준,18롯,-0.13,43,0,0,0,2,3,0,7,32.1,27,25,153,33,8,1,3,23,0,0,39,0,5,6.96,4.76,1.73,75.0,110.1,-0.13,-0.59
211,최민준,18S,-0.16,2,0,0,0,0,0,0,0,5.0,9,8,28,11,1,0,5,0,0,0,3,0,0,14.40,15.63,2.20,36.5,34.7,-0.16,0.01
212,이영준,18넥,-0.17,2,0,0,0,0,0,0,0,2.0,5,5,15,6,3,0,0,3,0,0,2,0,0,22.50,6.33,4.50,22.9,82.2,-0.17,-0.10
213,손주영,18L,-0.17,4,0,0,3,0,2,0,0,11.2,11,11,62,13,3,0,0,14,0,2,7,0,1,8.49,6.75,2.31,59.4,76.2,-0.17,-0.33
214,김용주,18K,-0.18,1,0,0,1,0,0,0,0,2.0,4,4,13,5,0,0,1,2,0,0,2,0,0,18.00,11.33,3.50,29.4,45.8,-0.18,-0.35
215,최지광,18삼,-0.18,6,0,0,0,0,0,0,0,8.2,12,11,45,11,4,0,0,7,0,0,7,1,1,11.42,4.64,2.08,46.4,110.8,-0.18,-0.04
216,강지광,18S,-0.19,4,0,0,0,0,0,0,0,3.0,7,7,21,8,2,0,1,4,0,0,3,0,0,21.00,10.17,4.00,25.0,52.0,-0.19,-0.05
217,박주홍,18한,-0.19,22,0,0,0,1,1,0,0,18.2,18,18,94,26,2,0,4,10,0,2,18,1,0,8.68,6.62,1.93,61.1,81.0,-0.19,-0.28
218,심수창,18한,-0.20,3,0,0,0,0,0,0,0,2.1,4,4,13,7,0,0,2,0,0,0,2,0,0,15.43,13.26,3.00,34.3,41.2,-0.20,-0.46
219,장현식,18N,-0.21,21,0,0,0,3,2,2,1,26.2,22,22,126,31,5,0,7,17,1,0,24,0,3,7.43,7.25,1.80,69.9,72.9,-0.21,-0.87
220,장민익,18두,-0.21,3,0,0,0,0,0,0,0,2.0,6,6,14,5,0,0,3,2,0,1,2,0,0,27.00,25.83,3.50,18.7,18.7,-0.21,-0.08
221,김세현,18K,-0.23,40,0,0,0,1,6,4,0,40.0,32,30,191,56,13,2,4,17,4,2,32,0,1,6.75,4.66,1.83,76.0,110.9,-0.23,-2.12
222,홍건희,18K,-0.23,11,0,0,1,0,1,0,0,16.2,20,19,88,32,8,1,4,7,1,1,13,0,0,10.26,6.65,2.34,50.0,77.4,-0.23,-0.30
223,문광은,18L,-0.23,6,0,0,0,0,1,0,0,6.2,9,9,35,11,1,0,3,5,0,0,5,0,0,12.15,10.43,2.40,41.5,46.9,-0.23,0.03
224,노성호,18N,-0.24,20,0,0,4,1,2,0,0,32.2,29,26,158,35,7,1,6,29,1,1,36,0,7,7.16,6.68,1.96,72.5,78.8,-0.24,-1.11
225,김유신,18K,-0.24,10,0,0,2,0,0,0,0,13.0,14,14,57,13,2,1,0,6,0,1,6,0,0,9.69,4.53,1.46,53.0,114.3,-0.24,-0.46
226,변시원,18두,-0.24,10,0,0,0,0,0,0,0,10.2,12,12,52,16,5,0,2,2,0,4,8,1,0,10.13,6.46,1.69,49.9,77.5,-0.24,-0.34
227,김진성,18N,-0.25,50,0,0,0,3,2,0,5,45.1,38,36,207,56,9,4,13,19,1,2,38,1,3,7.15,7.21,1.65,72.6,73.3,-0.25,-0.76
228,이우찬,18L,-0.27,3,0,0,0,0,0,0,0,0.2,4,4,9,3,2,0,0,3,0,1,0,0,1,54.00,21.83,9.00,9.3,23.5,-0.27,-0.16
229,윤강민,18N,-0.28,6,0,0,0,0,0,0,0,5.2,11,11,36,14,3,0,1,5,0,2,4,0,1,17.47,8.42,3.35,29.7,62.6,-0.28,-0.09
230,허준혁,18두,-0.28,1,0,0,1,0,1,0,0,1.2,5,5,12,4,1,0,0,3,0,0,1,0,0,27.00,8.03,4.20,18.7,64.1,-0.28,-0.30
231,하영민,18넥,-0.32,9,0,0,1,0,2,0,0,16.1,18,14,89,30,3,0,3,7,0,1,10,0,0,7.71,6.47,2.27,66.8,78.9,-0.32,-0.62
232,김주한,18S,-0.32,7,0,0,0,1,0,0,1,6.0,10,9,34,9,2,0,2,6,0,0,5,0,0,13.50,9.50,2.50,38.9,55.8,-0.32,-0.01
233,최금강,18N,-0.32,19,0,0,4,0,1,0,1,37.1,36,35,183,51,10,0,8,22,0,2,18,1,3,8.44,7.58,1.96,61.5,69.6,-0.32,-0.79
234,안우진,18넥,-0.32,20,0,0,5,2,4,0,1,41.1,35,33,198,46,5,0,6,28,0,3,46,2,5,7.19,5.74,1.79,71.7,88.9,-0.32,-1.53
235,박진형,18롯,-0.33,13,0,0,0,3,2,0,1,13.0,12,9,69,23,3,3,1,8,0,1,11,0,0,6.23,5.22,2.39,83.7,100.0,-0.33,-1.40
236,김선기,18넥,-0.33,21,0,0,0,0,1,0,1,22.2,22,20,120,34,7,0,5,16,1,0,21,0,3,7.94,6.83,2.21,64.9,74.4,-0.33,-0.93
237,이민우,18K,-0.35,30,0,0,2,2,3,0,4,37.2,34,30,188,52,6,2,4,23,0,5,28,0,2,7.17,5.96,1.99,71.6,86.6,-0.35,-1.06
238,신재영,18넥,-0.35,26,0,0,21,8,9,0,1,101.1,80,76,452,133,27,2,31,23,2,8,53,0,0,6.75,7.62,1.54,76.3,66.4,-0.35,-2.30
239,박시영,18롯,-0.36,21,0,0,1,0,0,0,0,26.1,27,25,129,35,6,1,6,14,0,1,19,0,5,8.54,7.06,1.86,61.0,74.1,-0.36,-0.35
240,곽빈,18두,-0.36,32,0,0,0,3,1,1,4,31.0,26,26,154,44,10,0,6,17,0,3,26,0,0,7.55,6.61,1.97,67.0,75.6,-0.36,-0.11
241,박정수,18K,-0.42,11,0,0,0,0,0,0,0,13.1,18,17,66,17,4,2,2,5,0,3,16,0,0,11.48,5.18,1.65,44.7,99.5,-0.42,0.08
242,김대우,18삼,-0.43,8,0,0,7,2,2,0,0,36.1,34,32,176,53,12,2,7,18,0,3,15,0,1,7.93,7.25,1.95,66.9,72.7,-0.43,-1.10
243,최원준,18두,-0.43,6,0,0,0,0,0,0,0,9.1,16,11,56,22,5,0,2,0,0,5,5,0,0,10.61,7.15,2.36,47.7,69.9,-0.43,-0.24
244,최대성,18두,-0.44,8,0,0,0,0,0,0,0,10.0,13,13,52,15,3,0,3,8,1,0,10,0,1,11.70,7.83,2.30,43.2,63.1,-0.44,-0.10
245,조정훈,18롯,-0.44,7,0,0,0,0,0,0,0,4.1,13,8,28,6,0,0,0,4,0,2,5,0,1,16.62,5.68,2.31,31.4,91.0,-0.44,-0.04
246,백청훈,18S,-0.44,18,0,0,0,1,2,0,1,14.1,15,15,72,17,3,1,4,9,1,3,14,0,0,9.42,7.81,1.81,55.8,68.3,-0.44,-1.10
247,윤근영,18K,-0.46,17,0,0,0,1,0,0,0,16.2,19,18,86,26,5,0,3,10,1,0,17,0,0,9.72,5.75,2.16,54.5,90.6,-0.46,-0.26
248,이동현,18L,-0.46,36,0,0,0,2,1,0,4,36.1,35,32,167,49,10,0,6,7,0,3,23,0,0,7.93,5.54,1.54,63.6,89.9,-0.46,-0.34
249,정재원,18한S,-0.48,2,0,0,0,0,1,0,0,2.1,8,8,15,8,4,0,0,1,0,0,0,0,0,30.86,5.12,3.86,17.2,102.2,-0.48,-0.44
250,진해수,18L,-0.49,66,0,0,0,2,3,0,14,43.2,37,35,210,63,6,1,7,13,2,4,37,0,1,7.21,5.25,1.74,69.9,94.7,-0.49,-1.46
251,윤성환,18삼,-0.51,24,0,0,24,5,9,0,0,117.1,99,91,542,164,30,0,28,32,0,9,89,0,2,6.98,6.47,1.67,76.0,81.9,-0.51,-3.55
252,유희관,18두,-0.51,29,0,0,28,10,10,0,0,141.0,108,105,650,197,41,3,23,42,0,4,81,0,1,6.70,5.78,1.70,75.4,86.5,-0.51,-2.73
253,이원준,18S,-0.62,3,0,0,1,0,1,0,0,3.2,12,12,25,13,3,0,3,1,0,0,2,0,1,29.45,14.20,3.82,17.8,38.0,-0.62,-0.76
254,윤수호,18N두,-0.64,17,0,0,0,0,1,0,0,25.1,31,26,127,33,8,0,4,17,2,1,19,0,1,9.24,6.28,1.97,55.2,81.2,-0.64,-0.65
255,임지섭,18L,-0.64,2,0,0,2,0,2,0,0,4.2,13,13,32,11,2,0,3,7,0,0,4,0,3,25.07,14.98,3.86,20.1,32.7,-0.64,-0.82
256,박세진,18K,-0.94,8,0,0,8,1,5,0,0,30.1,37,36,156,47,15,0,10,19,2,2,24,0,3,10.68,8.42,2.18,49.6,61.7,-0.94,-1.27
257,주권,18K,-1.03,46,0,0,10,3,9,0,4,88.0,85,82,407,118,24,4,16,27,1,7,54,0,4,8.39,6.09,1.65,63.2,85.1,-1.03,-2.79
258,김대현,18L,-1.18,25,0,0,21,2,10,0,0,105.0,95,88,496,145,25,5,15,48,0,9,64,2,7,7.54,6.10,1.84,66.9,82.2,-1.18,-3.86
259,박세웅,18롯,-1.20,14,0,0,12,1,5,0,0,49.0,54,54,258,83,20,2,10,29,0,4,40,0,3,9.92,6.87,2.29,52.6,76.1,-1.20,-2.21
260,장원준,18두,-2.18,24,0,0,16,3,7,0,2,71.2,81,79,349,101,19,0,12,33,0,11,46,0,3,9.92,6.57,1.87,51.0,76.4,-2.18,-3.12
